Question,Focus (Drug),Question Type,Answer,Section Title,URL
what is the side effects of invokana,Invokana,Side effects,"he following important adverse reactions are described below and elsewhere in the labeling:

Lower Limb Amputation [see BOXED WARNING and WARNINGS AND PRECAUTIONS (5.1)]
Hypotension [see WARNINGS AND PRECAUTIONS (5.2)]
Ketoacidosis [see WARNINGS AND PRECAUTIONS (5.3)]
Acute Kidney Injury [see WARNINGS AND PRECAUTIONS (5.4)]
Urosepsis and Pyelonephritis [see WARNINGS AND PRECAUTIONS (5.5)]
Hypoglycemia with Concomitant Use with Insulin and Insulin Secretagogues [see WARNINGS AND PRECAUTIONS (5.6)]
Necrotizing Fasciitis of the Perineum (Fournier's gangrene) [see WARNINGS AND PRECAUTIONS (5.7)]
Genital Mycotic Infections [see WARNINGS AND PRECAUTIONS (5.8)]
Hypersensitivity Reactions [see WARNINGS AND PRECAUTIONS (5.9)]
Bone Fracture [see WARNINGS AND PRECAUTIONS (5.10)]
Increases in Low-Density Lipoprotein (LDL-C) [see WARNINGS AND PRECAUTIONS (5.11)]",ADVERSE REACTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3
how long after teeth treatment can you start zoledronic acid infection,zoledronic acid,Contraindication,"Routine dental treatment generally should not be modified solely on the basis of oral bisphosphonate therapy. However, patients with possible risk factors for BON may benefit from assessment by an expert in metabolic bone diseases. These risk factors may include concomitant use of estrogen or glucocorticoids, older age (over 65 years) and prolonged use of bisphosphonates.",EXPERT PANEL CLINICAL RECOMMENDATIONS FOR MANAGING PATIENTS RECEIVING ORAL BISPHOSPHONATE THERAPY,https://jada.ada.org/article/S0002-8177(14)64960-6/pdf
what are steroids,steroids,Information,any of various compounds containing a 17-carbon 4-ring system and including the sterols and numerous hormones (such as anabolic steroids or corticosteroids) and glycosides,,https://www.merriam-webster.com/dictionary/steroid
what's the smell of marijuana,marijuana,Information,Consumer perceptions of strain differences in Cannabis aroma … [whole page],,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0192247
how long do you leave bimatoprost ophthalmic,bimatoprost ophthalmic,Usage,2 to 3 minutes,How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a602030.html
what is dopamine,dopamine,Information,"Dopamine (DA, a contraction of 3,4-dihydroxyphenethylamine) is an organic chemical of the catecholamine and phenethylamine families that plays several important roles in the brain and body. It is an amine synthesized by removing a carboxyl group from a molecule of its precursor chemical L-DOPA, which is synthesized in the brain and kidneys. Dopamine is also synthesized in plants and most animals. In the brain, dopamine functions as a neurotransmitter—a chemical released by neurons (nerve cells) to send signals to other nerve cells. The brain includes several distinct dopamine pathways, one of which plays a major role in the motivational component of reward-motivated behavior. The anticipation of most types of rewards increases the level of dopamine in the brain,[2] and many addictive drugs increase dopamine release or block its reuptake into neurons following release. Other brain dopamine pathways are involved in motor control and in controlling the release of various hormones. These pathways and cell groups form a dopamine system which is neuromodulatory.",,https://en.wikipedia.org/wiki/Dopamine
how to use an epinephrine pen,epinephrine pen,Usage,How should I use EpiPen and EpiPen Jr? … [entire subsection],PATIENT INFORMATION and INSTRUCTIONS FOR USE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7560c201-9246-487c-a13b-6295db04274a
how to reconstitute cefazolin,cefazolin,Usage,RECONSTITUTION … [whole section],RECONSTITUTION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8f40f72-3cf0-43dc-a797-fb98dd8af228
what is actonel prescribed for?,Actonel,Indication,Postmenopausal Osteoporosis ... Osteoporosis in Men ... Glucocorticoid-Induced Osteoporosis ... Paget’s Disease …,INDICATIONS AND USAGE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24ed00e0-25e2-49a8-97fc-66c1b417dc0b
brimonidine interaction with herbal supplements?,brimonidine,Interaction,"Yohimbe: The active ingredients in yohimbine can block the actions of brimonidine in certain human tissues, thus reducing the drug's beneficial effects. Adequate human studies involving the eye are lacking, and until more information is available, yohimbine should be avoided in people using brimonidine. The interaction is supported by preliminary, weak, fragmentary, and/or contradictory scientific evidence.",,https://www.mottchildren.org/health-library/hn-10002004
"do i take over the counter calcium with ""alendronate?""",calcium and alendronate,Interaction,"Co-administration of alendronate sodium and calcium, antacids, or oral medications containing multivalent cations will interfere with absorption of alendronate sodium. Therefore, instruct patients to wait at least one-half hour after taking alendronate sodium before taking any other oral medications.",DRUG INTERACTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a24fd39c-34a7-4de2-9439-781e612189ca
what does flomax medication do?,Flomax,Action,"Tamsulosin is used in men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia or BPH) which include difficulty urinating (hesitation, dribbling, weak stream, and incomplete bladder emptying), painful urination, and urinary frequency and urgency. Tamsulosin is in a class of medications called alpha blockers. It works by relaxing the muscles in the prostate and bladder so that urine can flow easily.",Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a698012.html
what is prevnar >65?,Prevnar,Information,The pneumococcal conjugate vaccine (PCV13 or Prevnar 13®) protects against 13 types of pneumococcal bacteria. CDC recommends PCV13 for use in infants and young children and adults 65 years or older.,"PCV13 for Infants, Children, and Adults",https://www.cdc.gov/pneumococcal/vaccination.html
where yo get tetanus shots,tetanus shot,Information,"Getting vaccinated is convenient — you can get most recommended vaccines at your doctor’s office. Many recommended vaccines are also available at local pharmacies, health centers, health departments, and travel clinics. Below you’ll find information and tools to help you find out where to get vaccinated near you — and some tips for making an appointment.",Where to Go,https://www.cdc.gov/vaccines/vpd/tetanus/index.html
where does marijuana come from,marijuana,Information,"Marijuana is a green, brown, or gray mix of dried, crumbled parts from the marijuana plant.",Summary,https://medlineplus.gov/marijuana.html
how long for donepezil to show in your blood,donepezil,Action/time,"Based on population pharmacokinetic analysis of plasma donepezil concentrations measured in patients with Alzheimer's disease, following oral dosing, peak plasma concentration is achieved in 3 hours for donepezil hydrochloride 10 mg tablets.",CLINICAL PHARMACOLOGY,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11ac01f4-d26e-47b2-9660-d514ab097fdb
"for a ""rinse,"" how many ""cc"" should be ""used?f"" lidocaine lidocaine used",lidocaine rinse,Usage,"For symptomatic treatment of irritated or inflamed mucous membranes of the mouth and pharynx, the usual adult dose is 15 mL undiluted.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79b42076-359d-4258-b1d8-f40e67ac5424
how many cc of lidocaine is a dose?,lidocaine,Dose,"For symptomatic treatment of irritated or inflamed mucous membranes of the mouth and pharynx, the usual adult dose is 15 mL undiluted.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79b42076-359d-4258-b1d8-f40e67ac5424
what medicine besides statins lower cholesterol?,statins,Alternatives,"Fibrates ... Fenofibrate (TriCor) ... Gemfibrozil (Lopid) ... Resins ... Cholestyramine (Questran, LoCholest) ... Colestipol (Colestid) ... Colesevelam (WelChol) ... Absorption Blocker ... Ezetimibe (Zetia) ... Niacin ...",,https://www.health.harvard.edu/newsletter_article/help-for-your-cholesterol-when-the-statins-wont-do
what does the pill oxybutynin look like,oxybutynin,Appearance,Product Characteristics Color BLUE (light blue) Score 2 pieces Shape ROUND Size 8mm Imprint Code 4853;V,INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd72314e-773a-4e9d-8aa7-ec51592e4c90
what is the normal dose of lactulose,lactulose,Dose,"The usual dose is 1 to 2 tablespoonfuls (15 to 30 mL, containing 10 g to 20 g of lactulose) daily.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=387b0fc9-1a02-48dd-a9e5-a157f3831646
what pills are not compatible with hydrocodone,hydrocodone,Interaction,"Taking certain medications or stopping treatment with certain other medications while you are taking hydrocodone may increase the risk that you will experience breathing problems, sedation, coma, or other serious, life-threatening side effects. Tell your doctor if you are taking, plan to take or plan to stop taking any of the following medications: certain antifungal medications including itraconazole (Onmel, Sporanox), ketoconazole (Extina, Nizoral, Xolegel), and voriconazole (Vfend); benzodiazepines such as alprazolam (Xanax), chlordiazepoxide (Librium), clonazepam (Klonopin), diazepam (Diastat, Valium), estazolam, flurazepam, lorazepam (Ativan), oxazepam, temazepam (Restoril), and triazolam (Halcion); carbamazepine (Carbatrol, Epitol, Equetro, Tegretol, others); cimetidine; clarithromycin (Biaxin, in Prevpac); erythromycin (E.E.S., Erythromycin, others); other narcotic pain medications; medications for mental illness or nausea; certain medications for human immunodeficiency virus (HIV) including ritonavir (Norvir, in Kaletra, in Viekira Pak); muscle relaxants; phenytoin (Dilantin, Phenytek); rifampin (Rifadin, Rimactane, in Rifamate, in Rifater); sedatives; sleeping pills; or tranquilizers.",IMPORTANT WARNING,https://medlineplus.gov/druginfo/meds/a614045.html
shingrix vaccine how often do you get a shingles shot,shingles vaccine,Usage/time,"Shingles Vaccine (recombinant)  Two doses, 2 to 6 months apart, are recommended for adults 50 and older.  This vaccine is also recommended for people who have already gotten the live shingles vaccine (Zostavax). There is no live virus in this vaccine.",Shingles Vaccine (recombinant),https://www.cdc.gov/vaccines/hcp/vis/vis-statements/shingles-recombinant.html
how long will suboxone block opioid,suboxone,Action,"Suboxone typically lasts up to 3 days. Most doctors ask their patients to take the drug once per day, typically at the same time each day. A person’s weight, metabolism, and history of drug abuse can lengthen or shorten the action of Suboxone. It’s best to work with a doctor on a customized dose, based on your medical history.",How long does Suboxone last in your system?,https://americanaddictioncenters.org/suboxone/length-of-blocking-effect/
how to stop taking trazodone,trazodone,Stopping/tapering,"Do not stop taking trazodone without talking to your doctor. If you suddenly stop taking trazodone, you may experience withdrawal symptoms such as anxiety, agitation, or difficulty falling asleep or staying asleep. Your doctor will probably decrease your dose gradually.",How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a681038.html
does marijuana use lead to negative health outcomes?,marijuana,Side effects,"Marijuana can cause problems with memory, learning, and behavior. Smoking it can cause some of the same coughing and breathing problems as smoking cigarettes. Some people get addicted to marijuana after using it for a while. It is more likely to happen if they use marijuana every day, or started using it when they were teenagers.",Summary,https://medlineplus.gov/marijuana.html
blood pressure when on eliquis,Eliquis,Side effects,Less common adverse reactions … Vascular disorders: hypotension (including procedural hypotension),ADVERSE REACTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9481622-7cc6-418a-acb6-c5450daae9b0
what do i mix albuterol sulfate inhalation solution with in my nebulizer?,albuterol sulfate inhalation solution,Usage,"Albuterol sulfate inhalation solution is supplied as a single-dose, ready-to-use vial containing 3 mL of solution. No mixing or dilution is needed. Use one new vial with each nebulizer treatment.",PATIENT'S INSTRUCTIONS FOR USE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab1cbed4-50c4-4769-9947-1927333f278c
